"id","smoking"
159256,0.615022599697113
159257,0.179795727133751
159258,0.540179789066315
159259,0.0189922861754894
159260,0.64455634355545
159261,0.901439905166626
159262,0.474070399999619
159263,0.0339950621128082
159264,0.140140607953072
159265,0.0192008037120104
159266,0.415020525455475
159267,0.146679043769836
159268,0.00600712513551116
159269,0.11090499907732
159270,0.0228285025805235
159271,0.675596535205841
159272,0.849874317646027
159273,0.779020428657532
159274,0.0334200225770473
159275,0.283917516469955
159276,0.290332764387131
159277,0.900893032550812
159278,0.663322746753693
159279,0.802898049354553
159280,0.0293358340859413
159281,0.835738897323608
159282,0.794036209583282
159283,0.737741053104401
159284,0.754475593566895
159285,0.00408404320478439
159286,0.665122151374817
159287,0.0143239237368107
159288,0.131211116909981
159289,0.711793839931488
159290,0.486846506595612
159291,0.544578373432159
159292,0.0414570234715939
159293,0.0819017663598061
159294,0.234519347548485
159295,0.597670257091522
159296,0.741973519325256
159297,0.00583739532157779
159298,0.363356232643127
159299,0.00464749429374933
159300,0.00808163080364466
159301,0.0196218211203814
159302,0.0800503194332123
159303,0.121134079992771
159304,0.270155757665634
159305,0.717943370342255
159306,0.801355421543121
159307,0.154165238142014
159308,0.392396360635757
159309,0.0811148285865784
159310,0.530382215976715
159311,0.664854288101196
159312,0.356669336557388
159313,0.52716588973999
159314,0.819993674755096
159315,0.627978980541229
159316,0.0101059395819902
159317,0.596095860004425
159318,0.297897338867188
159319,0.677777409553528
159320,0.7275550365448
159321,0.12981753051281
159322,0.714813649654388
159323,0.637938261032104
159324,0.403439223766327
159325,0.530437648296356
159326,0.735311567783356
159327,0.787862539291382
159328,0.456216305494308
159329,0.503223538398743
159330,0.00684803398326039
159331,0.751171410083771
159332,0.00738659547641873
159333,0.00518420105800033
159334,0.406374424695969
159335,0.0678325071930885
159336,0.55617481470108
159337,0.838128447532654
159338,0.463158786296844
159339,0.909227252006531
159340,0.49767941236496
159341,0.865099370479584
159342,0.779455542564392
159343,0.38557755947113
159344,0.6231809258461
159345,0.00983400177210569
159346,0.573305726051331
159347,0.687200546264648
159348,0.801563620567322
159349,0.00629908265545964
159350,0.00680358288809657
159351,0.652416408061981
159352,0.71429306268692
159353,0.302083551883698
159354,0.010793830268085
159355,0.882304012775421
159356,0.795305371284485
159357,0.895297706127167
159358,0.349765032529831
159359,0.783533096313477
159360,0.076498419046402
159361,0.789502501487732
159362,0.0164040178060532
159363,0.751165807247162
159364,0.753856837749481
159365,0.774173498153687
159366,0.00154671620111912
159367,0.440246820449829
159368,0.467569291591644
159369,0.739818811416626
159370,0.394517600536346
159371,0.51267284154892
159372,0.145965978503227
159373,0.662432134151459
159374,0.577407002449036
159375,0.90941059589386
159376,0.771465241909027
159377,0.00296531291678548
159378,0.768848240375519
159379,0.37957364320755
159380,0.0670732706785202
159381,0.0317757241427898
159382,0.491083443164825
159383,0.0131490919739008
159384,0.521575391292572
159385,0.0230512842535973
159386,0.545156240463257
159387,0.911584138870239
159388,0.607482433319092
159389,0.00270313583314419
159390,0.759739458560944
159391,0.371963173151016
159392,0.783054947853088
159393,0.0191415697336197
159394,0.133345678448677
159395,0.860465705394745
159396,0.847587049007416
159397,0.763247311115265
159398,0.865192770957947
159399,0.840183317661285
159400,0.631789982318878
159401,0.780346632003784
159402,0.0172874685376883
159403,0.0175463370978832
159404,0.860159814357758
159405,0.0165460668504238
159406,0.0870180130004883
159407,0.021097294986248
159408,0.00295845838263631
159409,0.805432438850403
159410,0.577992081642151
159411,0.87892872095108
159412,0.766627073287964
159413,0.78049635887146
159414,0.138448983430862
159415,0.353536307811737
159416,0.436629772186279
159417,0.435559570789337
159418,0.716147899627686
159419,0.0158213023096323
159420,0.70330137014389
159421,0.542694389820099
159422,0.146480113267899
159423,0.00875730067491531
159424,0.0110058505088091
159425,0.636195480823517
159426,0.0299081169068813
159427,0.0331376157701015
159428,0.00347817107103765
159429,0.105761803686619
159430,0.0106783425435424
159431,0.815901398658752
159432,0.0178740005940199
159433,0.047262404114008
159434,0.317504674196243
159435,0.607104063034058
159436,0.747212469577789
159437,0.0517928004264832
159438,0.675951898097992
159439,0.200617760419846
159440,0.0362958498299122
159441,0.95035856962204
159442,0.17450912296772
159443,0.0296644847840071
159444,0.0579230561852455
159445,0.699407815933228
159446,0.844551205635071
159447,0.46293044090271
159448,0.799418926239014
159449,0.415948867797852
159450,0.0030306950211525
159451,0.844174027442932
159452,0.525536715984344
159453,0.0276242773979902
159454,0.53985208272934
159455,0.663211047649384
159456,0.00193752988707274
159457,0.557314991950989
159458,0.39902913570404
159459,0.622357964515686
159460,0.0654377415776253
159461,0.63325697183609
159462,0.0885698050260544
159463,0.0304354280233383
159464,0.427228420972824
159465,0.258396297693253
159466,0.0396173521876335
159467,0.73860776424408
159468,0.839284777641296
159469,0.667454659938812
159470,0.878118097782135
159471,0.719436168670654
159472,0.808053731918335
159473,0.129551023244858
159474,0.375635713338852
159475,0.342155784368515
159476,0.0094876941293478
159477,0.0910035520792007
159478,0.765130519866943
159479,0.134472265839577
159480,0.369313716888428
159481,0.0632291659712791
159482,0.795163869857788
159483,0.0304973088204861
159484,0.028616039082408
159485,0.513033270835876
159486,0.051430232822895
159487,0.103047862648964
159488,0.50988906621933
159489,0.0593031756579876
159490,0.645869612693787
159491,0.86032497882843
159492,0.150501608848572
159493,0.805314302444458
159494,0.0107619017362595
159495,0.00262942723929882
159496,0.738509774208069
159497,0.377636015415192
159498,0.35716113448143
159499,0.77612441778183
159500,0.173179253935814
159501,0.594575762748718
159502,0.884943068027496
